obs,Oil,SP500,ln(OIL),ln(SP500),SPReturns,Unnamed: 6,Oil(+),Oil(-),Unnamed: 9,CPI,Real Oil,RealSP500,ln(realSP500),RealSPreturns,Unnamed: 15,Real oil(+),Real Oil(-),Date,WTI_Return,SP500_Return,WTI_Zscore,SP500_Zscore
2006M10,58.88998251223551,1377.940125032414,4.075671,7.228345,3.1022000000000105,4.075671,42.925874,-41.845935,2006M10,201.8,29.182350105171214,682.8246407494619,6.526238078068583,3.6458138912260907,29.182350105171214,29.340048,-29.053045,2006-10-01,-0.07695934605033561,0.03150819681722972,-1.061567551514359,0.6358231469256553
2006M11,59.079972961265554,1400.6294196018582,4.078892,7.244677,1.6332000000000235,4.078892,42.929095,-41.845935,2006M11,201.5,29.320085836856354,695.1014489339248,6.544057804601354,1.7819726532771085,29.320085836856354,29.344756,-29.053045,2006-11-01,0.0032261929945482937,0.016466096136732,-0.11017978903912697,0.27720746633648474
2006M12,61.959999036604565,1418.299644998758,4.126489,7.257214,1.253700000000002,4.126489,42.976692,-41.845935,2006M12,201.8,30.70366651962565,702.8244028735172,6.555107078068583,1.104927346722917,30.70366651962565,29.390866,-29.053045,2006-12-01,0.048747924736310067,0.012615917636459972,0.4299278041959867,0.18541613927436865
2007M01,54.50999067463771,1438.239391876173,3.998384,7.271175,1.3961000000000112,3.998384,42.976692,-41.97404,2007M01,202.416,26.929684745592102,710.5364160324149,6.566020200315778,1.0913122247194984,26.929684745592102,29.390866,-29.184198,2007-01-01,-0.12023900061014459,0.014058909869805847,-1.5750732808867025,0.219818225315259
2007M02,59.280001127041345,1406.819835175995,4.082272,7.249087,-2.2088000000000108,4.082272,43.06058,-41.97404,2007M02,203.499,29.13036483080573,691.315355444496,6.53859609512243,-2.7424105193348147,29.13036483080573,29.469418,-29.184198,2007-02-01,0.08750708619407299,-0.0218458463018395,0.8897986529044618,-0.6361798061017714
2007M03,60.439991695270265,1420.8605668152886,4.101651,7.259018,0.9930999999999912,4.101651,43.079959,-41.97404,2007M03,205.352,29.432385219170136,691.9146474420938,6.539462606163753,0.08665110413232924,29.432385219170136,29.479732,-29.184198,2007-03-01,0.019567991669618534,0.009980476027008134,0.08371286868302326,0.12258510878858427
2007M04,63.98002978132957,1482.3693517395939,4.158571,7.301397,4.23789999999995,4.158571,43.136879,-41.97404,2007M04,206.686,30.95518311899672,717.2083990882759,6.575366452605344,3.5903846441590836,30.95518311899672,29.530177,-29.184198,2007-04-01,0.05857112131827669,0.04328981066887572,0.5464783584204875,0.9167062203466897
2007M05,63.44998768052403,1530.6197534758335,4.150252,7.333428,3.203099999999992,4.150252,43.136879,-41.982359,2007M05,207.949,30.51228314660038,736.0553565902377,6.601305328659014,2.5938876053669624,30.51228314660038,29.530177,-29.198609,2007-05-01,-0.008284492874059524,0.03254951384391247,-0.246752116213484,0.6606489755891403
2007M06,67.4899703884103,1503.3496538662394,4.211979,7.315451,-1.7976999999999244,4.211979,43.198606,-41.982359,2007M06,208.352,32.392283437840916,721.5431835865455,6.58139222893364,-1.9913099725373584,32.392283437840916,29.589968,-29.198609,2007-06-01,0.06367192265234034,-0.01781637767817079,0.6069984974112489,-0.5401140594628618
2007M07,74.11997024696618,1455.2703937954252,4.305685,7.282947,-3.250400000000031,4.305685,43.292312,-41.982359,2007M07,208.299,35.583449871082514,698.6449257055604,6.549142638500812,-3.2249590432828157,35.583449871082514,29.683928,-29.198609,2007-07-01,0.09823681682477692,-0.0319814222507494,1.017105079204014,-0.8778200227368115
